game_id,description,max_playtime,min_age,min_playtime,name,playing_time,year_published,artist,category,designer,family,mechanic,publisher,average_rating,users_rated,range_of_players
140795,"Say Bye to the Villains &ndash; a.k.a., &#230;&#136;&#144;&#230;&#149;&#151; (&quot;Punishment&quot;) in Japanese &ndash; is a cooperative card game in which players share information in limited ways to collectively defeat a villain who has harmed people in some manner. Players can discard certain cards to learn hidden information about the villain, go through special training to increase their attack abilities, and take special actions from other cards in the game.&#10;&#10;",45,14,45,Say Bye to the Villains,45,2012,Noboru Sugiura,Card,Seiji Kanai,"AEG: Big in Japan,AEG: Pocket Game,Country: Japan,Ninja","Co-operative Play,Hand Management","Alderac Entertainment Group (AEG),Galápagos Jogos,Japon Brand,Kanai Factory",6.45515,472,7-8 Players
140796,"Fluxx: The Board Game lives up to its card game namesake as this board game is all about change: changing rules, changing goals, and changing tiles on the board.&#10;&#10;Players start the game with their three pieces in the center of a 3x3 grid of tiles, with each tile divided into four spaces and each space showing an icon of some type (chocolate, sun, cookies, etc.) or an octagon or a portal. Players each start with three cards in hand, and the overall goal of the game is to collect 3-6 goal cards, with the exact number possibly changing during play.&#10;&#10;On a turn, a player draws one card, plays one card, then moves one space, with all of those values being subject to change during gameplay; depending on what's currently allowed by the rules, you can also use movement points to rotate or move tiles in the play area. If you have a piece on each icon shown on the topmost goal card in play, you claim that card and are that much closer to winning. Players can also claim goal cards they have in hand by, again, placing their pieces on the appropriate icons. Other cards in the game allow players to change the rules, the game board, the ownership of player pieces, and so on.&#10;&#10;",30,8,30,Fluxx: The Board Game,30,2013,Michael Hays,Card,Andrew Looney,Fluxx,"Grid Movement,Hand Management,Modular Board,Set Collection",Looney Labs,5.74345,397,3-4 Players
140933,"In Blueprints, players are architects who must use different colored dice to build three different structures from blueprints, with the dice providing different advantages to you. In the game, each round progresses like this:&#10;&#10;&#10;     Discover your blueprint.&#10;     Each turn, choose a die and place it in your building.&#10;     Reveal your building, tally your points, then discover who wins the awards and prizes.&#10;&#10;&#10;After three rounds, players tally their awards and prizes to see who wins. Who will be the best architect?&#10;&#10;",30,14,30,Blueprints,30,2013,"Philippe Guérin,Chris Quilliams,Yves Tourigny",Dice,Yves Tourigny,"Forgenext,Games by the Game Artisans of Canada","Dice Rolling,Pattern Building,Set Collection","Competo / Marektoy,Cube Factory of Ideas,Filosofia Éditions,Hobby Japan,Z-Man Games",6.92945,3883,3-4 Players
140934,"Arboretum is a strategy card game for 2-4 players, aged 10 and up, that combines set collection, tile-laying and hand management while playing in about 25 minutes. Players try to have the most points at the end of the game by creating beautiful garden paths for their visitors.&#10;&#10;The deck has 80 cards in ten different colors, with each color featuring a different species of tree; each color has cards numbered 1 through 8, and the number of colors used depends on the number of players. Players start with a hand of seven cards. On each turn, a player draws two cards (from the deck or one or more of the discard piles), lays a card on the table as part of her arboretum, then discards a card to her personal discard pile.&#10;&#10;When the deck is exhausted, players compare the cards that remain in their hands to determine who can score each color. For each color, the player with the highest value of cards in hand of that color scores for a path of trees in her arboretum that begins and ends with that color; a path is a orthogonally adjacent chain of cards with increasing values. For each card in a path that scores, the player earns one point; if the path consists solely of trees of the color being scored, the player scores two points per card. If a player doesn't have the most value for a color, she scores zero points for a path that begins and ends with that color. Whoever has the most points wins.&#10;&#10;",30,8,30,Arboretum,30,2015,"Philippe Guérin,Chris Quilliams",Card,Dan Cassar,Z-Man / Filosofia deluxe card game series,"Hand Management,Set Collection,Tile Placement","ABACUSSPIELE,Filosofia Éditions,Fractal Juegos (Fractal Games),Z-Man Games",7.37091,3586,3-4 Players
140940,"The king has died! &#3;To save the city from &#3;usurpers, you must use guile, stealth, and cunning to outwit your enemies. Shifting alliances, unreliable partners, and devious opponents all complicate your path to the throne. Manipulate aristocrats, generals, and ignoble citizenry as you seize the crown and save your city.&#10;&#10;In the drafting-style game In the City: Origins for 2-5 players. Each player starts with a leader card (different every game 20 in all in the base set) and each turn they recruit a person from the city square. This gets them victory points, influence to recruit bigger and better people, the ability to manipulate the cards you are recruiting, and the ability to interfere with you opponents. The game is over when 2 out of the 7 columns in the city square are empty. At the end of the game, the victory points are totaled and the winner is the player with the most.&#10;&#10;The winner of the game becomes the new King of the city. As such, the people you recruit have a certain amount of sway in choosing the new king so those with more sway are worth more victory points. For example, an aristocrat is worth more victory points then a hired digger. Each leader is named after a position of importance or power showing that they would want to take the throne.&#10;&#10;",45,9,45,In the City: Origins,45,2013,,"Card Game,Fantasy",Duncan Davis,Crowdfunding: Kickstarter,"Card Drafting,Variable Player Powers",Sherwood Games,5.95709,55,5-6 Players
140951,"In the Thunderstone line of deck-building games, you build a party of heroes to defeat the dreaded Thunderstone Bearers in their dungeons or in the wilderness. As the game progresses, you gain powerful weaponry and level into new and mighty hero classes. Your goal is to claim the best cards and survive to take the Thunderstone.&#10;&#10;Thunderstone: Starter Set includes just enough for new players to get started in the world of Thunderstone Advance, while also providing new hero, monster and village cards that experienced players can bring to their game. This introductory set includes an easy set-up designed to get people started on the game in minutes.&#10;&#10;Integrates with&#10;&#10;&#10;    Thunderstone&#10;    Thunderstone Advance: Towers of Ruin&#10;&#10;&#10;",60,12,45,Thunderstone: Starter Set,60,2013,Christine Conrad,"Card Game,Fantasy","Curt Crane,Mike Elliott,Jeff Quick","Thunderstone,Thunderstone Advance","Card Drafting,Deck / Pool Building,Hand Management","Alderac Entertainment Group (AEG),Pegasus Spiele",7.0632,704,5-6 Players
141102,"In DuCo, players score points by playing cards so that colored icons lie next to one another. If you match color or shape, you score; match both, and you score more; match special symbols, and the bonus points will roll in. Some icons will match any color or shape, giving you more opportunities to score. The options for where to play grow each turn, and the first player to reach 50 points wins!&#10;&#10;Too simple for a veteran BGG user? Don't count on it until you've tried the alternative game modes that adds new different strategic elements to the color-matching madness!&#10;&#10;",20,7,20,DuCo,20,2013,Henrik Larsson,Strategy,Henrik Larsson,Crowdfunding: Kickstarter,"Pattern Building,Set Collection,Tile Placement",(Self-Published),5.89894,94,5-6 Players
141791,"In Pi&ntilde;ata, the players compete to collect the colored candy inside the pi&ntilde;atas. Playing pieces that might otherwise be &quot;cubes&quot; are instead wooden markers with a bow-tie shape that mimics the shape of wrapped candies, coming in five different colors. When a player has collected enough candy of a given color, he earns the medal card for that color, and the first player to earn three medal cards wins!&#10;&#10;The players play their cards next to several mats on the table. Players usually play their cards on their side of the mats, but they may sometimes play on their opponent's side, a move that can ruin their opponent's plans.&#10;&#10;Pi&ntilde;ata reimplements Balloon Cup &ndash; while adopting the designer's initial theme for the game &ndash; with the most significant rule changes being the addition of wild cards, the removal of a three-for-one token exchange, and a revision of the card values (but not the card count within each color). For more details, see this thread.&#10;&#10;",30,13,30,Piñata,30,2013,"Martin Hoffmann,Claus Stephan,Mirko Suzuki",Card,Stephen Glenn,,"Hand Management,Set Collection",Rio Grande Games,6.89887,697,1-2 Players
141980,"In the card game Alarm!, you play a burglar who's &quot;hard at work&quot; during his &quot;nightshift&quot;. On your turn, you deal a card to each of the players that can increase or decrease that chances of that player being caught by the police &ndash; and this is a Bad Thing, of course, since the presence of the police is antithetical to you doing a good job at your work.&#10;&#10;In the end, the player who doesn't get caught by the police wins!&#10;&#10;",20,8,20,Alarm!,20,2013,Dany Stuer,Card,"Tim De Rycke,Sander Vernyns",,Set Collection,SandTimer,6.07622,74,5-6 Players
142262,"Myrgos, the powerful and benevolent Dragon King has passed into the next world after an extended illness, and the land is now gripped with uncertainty.&nbsp;As the laws of succession dictate, only one of his remaining apprentices can rise to the position of &quot;Draco Magi&quot;.&#10;&#10;With the death of the Draco Magi, the wizard-lock on the succession strongbox of each apprentice has completely dissipated. Inside each box, an apprentice will find a succession scroll. Contained on the scroll is the last piece of knowledge required to become the Drago Magi &mdash; but only one can claim the title. Each scroll holds a different &quot;Spell of Succession&quot; that may be executed only with the correct combination of rare gems. These magically imbued gems appear in sets of three only during times of succession and must be collected by dragons at the command of each apprentice. The competitor who is first to collect the gems needed to complete his Spell of Succession becomes the new Drago Magi. For the loser, the unofficial title whispered under the breath of the people is &quot;Novitius Eterna&quot; or &quot;Forever a Novice&quot;.&#10;&#10;Be swift and remember, there is little room for error.&#10;&#10;Draco Magi is a card game designed by Richard Launius and Robert Burke. To start, each player selects an apprentice dragon mage he wishes to play. Each mage receives a deck of dragon cards that includes multiple copies of four different chromatic dragons (Green, Red, Black &amp; Purple), four different metallic dragons (Gold, Silver, Brass &amp; Bronze), and two special dragon cards (the Battle dragon and the Polar dragon). Each dragon has a different strength, weakness and special ability. Players will send their dragons, one at a time, to capture gems on different battlefields; each battlefield offers a different effect that may give an advantage or disadvantage to certain types of dragons.&#10;&#10;Players alternate playing dragon cards on battlefields until they have played all eight of their Dragon cards. Each player can play a maximum of three dragons on a single battlefield. When a dragon is placed, it may make a ranged attack. Not all dragons have a ranged attack breath weapon, but those that do have a breath weapon icon with a number. The number indicates the number of battle cards the player may reveal when attempting to hit with a ranged attack. A defender may defend with the number of cards equal to the dragon's shield value. A ranged attack can take place immediately only when the card is played against an opposing dragon. If a ranged attack is not used at this moment, the ranged attack is forfeited for the current round.&#10;&#10;After all dragon cards have been played, the melee phase of the battle begins. Each dragon has a &quot;melee attack&quot; value printed on its card which represents the number of battle cards the player can draw for the battle. The melee battle mechanism is a unique attack and counter system that provides opportunity for deduction, subtlety, and deadly combos. Players will also earn advance battle cards that build up their decks over the course of the game. The player with the most dragons present on a battlefield wins that gem. In the case of a tie, the dragons and gem remain for the next round.&#10;&#10;Draco Magi is a fast game heavily connected to its theme that incorporates area control, bluffing, hand management, deck building and deduction.&#10;&#10;",30,12,30,Draco Magi,30,2014,"Ertaç Altinöz,Kerem Beyit,Luis Francisco","Card Game,Fantasy","Robert Burke,Richard Launius","Animals: Dragons,Crowdfunding: Kickstarter","Area Control / Area Influence,Card Drafting,Deck / Pool Building,Hand Management","Dragonsmith,Grey Fox Games,Robert Burke Games",6.62197,575,1-2 Players
142401,"Welcome to Dwarven Miner, a game that sends you underground to collect resources from a mine so that you can then use those resources to craft items for your patrons.&#10;&#10;In the game, you'll roll six custom dice in a push-your-luck style to see what can be pulled out of the mine. Craft those resources into all types of gear, from armor to magic wands to mithril swords. Patrons &ndash; which range from warriors and rune singers to alchemists and chieftains &ndash; are great and powerful dwarves who have chosen you to outfit them on their adventurous, mystical, and often dangerous professions. Each of them will require you to craft different items &ndash; and once those items are made, you can then activate those patrons. Each will earn you points and reward you with a special ability that affects the game.&#10;&#10;The first player to satisfy enough patrons to reach thirty points wins.&#10;&#10;",30,12,30,Dwarven Miner,30,2013,Grant Wilson,Fantasy/Sci-Fi,Mike Richie,"Crowdfunding: Kickstarter,Mining","Dice Rolling,Hand Management,Press Your Luck,Variable Player Powers",Rather Dashing Games,6.59683,189,3-4 Players
142653,"In IncrediBrawl, each player guides a colorful cast of characters from all corners of the imagination as they meet in an epic clash for glory! Summon the right characters at the right time to outwit your opponents; use whatever strategy you can muster to overcome the randomness of the brawl! Amass the most glory along the way to become the ultimate champion in this crazy contest of luck and wits!&#10;&#10;For basic gameplay, players shuffle their deck and draw five cards to start the game. Each player simultaneously selects a character from his hand and plays them face down at the current location. Once all the players have selected their characters, flip over the cards to begin the brawl!&#10;&#10;After triggering any abilities revealed by the flip, players then compare their power type and power levels to determine who wins each scrap and the overall brawl. The winner gains one Glory (VP), plus activates any abilities their character may have that trigger off of winning. Each player then discards the played character, and draw one new card before the next round begins. The first player to reach ten Glory wins the game!&#10;&#10;Each card in IncrediBrawl has a unique ability, and each player will start the game with a copy of the same set of cards. Choosing which character to play and what ability to trigger at just the right time is key to collecting the most Glory and winning the game!&#10;&#10;",30,8,30,IncrediBrawl,30,2014,,Card,Jacob Leeman,Crowdfunding: Kickstarter,"Rock-Paper-Scissors,Simultaneous Action Selection,Take That",V3G,5.85559,96,3-4 Players
142687,"oddball Aeronauts is a simple, light strategy, played-in-the-hand (no surface required) card game of hi-jinks airship dogfights, set in an oddball fantasy world. Players take their Pirate or Pendragon officers, crew and bots, and go head-to-head in a duel in the sky.&#10;&#10;The deck of cards is divided into the two factions - each player takes up 1 of the 2 factions, adds in Events, shuffles and the game begins. Factions can be customized in advance with alternative Officers, Support and Crew cards.&#10;&#10;Each round, players declare and compare Skills - adding in any bonuses - and take the consequences. Additionally, cards have Special Actions. Use these during a round to rearrange cards, cause more damage, recover cards, get bonuses and more.&#10;&#10;The player with active cards remaining at the end of the game wins.&#10;&#10;",20,9,15,oddball Äeronauts,20,2014,Lloyd Ash Pyne,"Card Game,Fantasy",Nigel Pyne,"Crowdfunding: Kickstarter,oddball Realms",Hand Management,"maverick muse,Pegasus Spiele",6.03621,531,1-2 Players
143157,"At 23:40 on April 14, 1912 in the North Atlantic, the R.M.S. Titanic strikes an iceberg. Water immediately floods into the liner's compartments and the ship is listing to starboard in a worrying way. There is no hope about the outcome. On board, there is widespread panic.&#10;&#10;Alone, or co-operating with other crew members, you must show presence of mind and do the right thing to save as many passengers as possible. Time is short...&#10;&#10;The card game SOS Titanic uses a mechanism similar to Patience, with the cards representing passengers who must be arranged on the decks, then placed in the lifeboats in a particular order. As one of the crew members, you and your teammates need to move and arrange these passengers as quickly as you can. Each section of the Titanic holds a pile of cards of which only the first is available.&#10;&#10;On his turn, a player draws a few cards from the main deck and tries to move passengers out of the sinking ship onto the lifeboats. Failing to move at least one passenger or needing to reshuffle the main deck might cause one section of the ship to sink, thus reducing the number of piles available as well as the hopes of those still on board. Players can also use action cards to step in at fateful times when things otherwise seem lost. The game ends when the ship has sunk completely or when all remaining passengers have been saved.&#10;&#10;",30,8,30,SOS Titanic,30,2013,Sandra Fesquet,Card,"Bruno Cathala,Ludovic Maublanc","Crowdfunding: Kickstarter,Solitaire Games,Titanic",Co-operative Play,"Heidelberger Spieleverlag,Hobby Japan,Ludonaute",6.71179,1132,5-6 Players
143323,"Simple but fun game based on playing from a hand of cards representing robots. Each has special powers and affects the stack (stak) in different ways, making it more tactical than a simple rock-paper-scissors exercise.&#10;&#10;The game functions by giving each player a stack of cards as well as a hand.  Each turn, players take a new card from the shared draw pile and may add a face-up card to the stack, trash a card from the stack or from their hand.  When a card is played, it will have &quot;entry effect&quot; that may operate on the stack ordering of the player or opponent.&#10;&#10;Once all playing/trashing is finished for a turn, the player may attack the card on top of an opponent's stack with the top card of their own.  The battle itself is quite simple and just a matter of comparing power, although assuming your bot survives its first battle, it can go on to attack the newly revealed card underneath.  The real tactical consideration goes into the pre-attack stack manipulation phase.&#10;&#10;There is an open turn structure which allows players to carry out actions in any order and any number of times. This means they can react to the often unpredictable results of long entry effect chains, or to cards that their opponents play defensively during your turn.&#10;&#10;The game is also customisable: you can adjust the complexity or game length by adding more Staks for each player or by changing basic game mechanics.&#10;&#10;",10,7,10,Stak Bots,10,2013,Tom Norfolk,Card,Tom Norfolk,,Hand Management,"2D6.EE,DogEared Games",6.41212,132,5-6 Players
143782,"Game description from the publisher:&#10;&#10;Welcome to the heady days of global finance! Money and deals are flowing like water. From sparse beginnings build your empire across the globe, sending agents far and wide as you expend capital and gain access to valuable resources needed to fulfill lucrative contracts. Struggle to dominate world markets and control resources regionally. Expand your interests, and acquire companies that provide an edge on the competition and more efficient use of resources.&#10;&#10;The venture capital market is giving away money &ndash; you don't even have to pay it back &ndash; but it does tie up valuable agents until you do. You can always use an extra agent on your quest to dominate the world.&#10;&#10;Global Mogul is a limited action, worker placement, resource acquisition, and opportunity management game. Win by being best at balancing your short term goal of fulfilling contracts for cash with your long term goals of building corporate infrastructure, controlling markets, and regions. So, what are you waiting for? The world awaits...&#10;&#10;",120,14,60,Global Mogul,120,2013,"Morgan Dontanville,Patricia Raubo",Economic,Bill Crenshaw,,Worker Placement,Mayfair Games,7.04304,158,3-4 Players
143882,"In the trick-taking card game ebbes, players need to keep on their toes each round as how they're going to score (or lose!) points might not be determined until the round is well underway.&#10;&#10;The deck in ebbes contains five colors of cards, and with three, four or five players, you use cards 1-6, 1-8 or 1-10. (Thus, each player is always dealt 10 cards.) In addition to the deck, you play with five number-designation cards (numbered 1-5), five color-designation cards that match the card colors, and a player aide board.&#10;&#10;Game play follows the pattern of traditional trick-taking games. The lead player for a trick plays one card, and the other players must follow suit if possible, while throwing any other card if they can't. The highest card of the color led wins the trick, unless one or more trump cards were played, in which case the highest trump card wins the trick &mdash; but at the start of the round, trump is undetermined! To back up a step, at the start of the round, the first player reveals the top number-designation card; the numeral on that card helps determine trump as well as which cards earn or cost players points. If the number-designation card shows &quot;7&quot;, for example, then the color of the first 7 played determines the trump color for the round; use a color-designation card to mark the trump color on the player aide. What's more:&#10;&#10;&#10;    The second 7 determines which color is worth positive points; each card of this color is worth 1 point at the round's end.&#10;    The third 7 determines which the &quot;ebbes&quot; color &mdash; &quot;ebbes&quot; meaning &quot;something&quot; in Palatine; at round's end, the player(s) who don't have the most or fewest cards of this color each earn 3 points.&#10;    The fourth 7 determines which color is worth negative points; each card of this color is worth -1 point at the round's end.&#10;&#10;&#10;After four colors have been determined, the fifth color is automatically the &quot;nix&quot; color. Whoever has the most of these cards chooses the start player for the next round - after cards have been dealt for that round. At the start of the new round, reveal a new number-designation card. After all of the number-designation cards have been played &mdash; that is, after the fifth round &mdash; the game ends and the player with the most points wins.&#10;&#10;Two variants are included with ebbes. The first variant extends the game (and probably lengthens the &quot;determining&quot; time) by adding more cards to the deck. In the second variant, players take turns placing a color-designation card on the number-designation card of their choice, and those five particular cards determine the colors for trump, positive points, etc. as each of them is played. The game's website gives rules for a third variant in which each player discards one card at the start of the round, and the player in last place gets to look at these cards; whoever takes the final trick takes these cards prior to scoring.&#10;&#10;",45,10,45,ebbes,45,2013,Ronja Hähnlein,Card,Klaus Geis,,Trick-taking,Palatia Spiele,6.82091,232,5-6 Players
144290,"The Spider Lodge, a secret high council, is the ultimate ruler of Aar, the capital city of the savage world of Core. Through intrigues and skillful machinations, the members of the Spider Lodge influence the six Guilds of the city, which hold key positions in its community structure. They have developed a subtle method called &quot;Equilibrium&quot; in which they influence the actions of the Guilds for their own purposes without being exposed by doing so. Take the role of an esteemed member of the Spider Lodge and try through careful planning to achieve &quot;Equilibrium&quot;, destroy the plans of your opponents and claim for yourself the title of the High Counselor of Aar.&#10;&#10;In each round of Intrigue City each player changes the influence that he and one of his opponents has on the Guilds of Aar. Influence Tokens of three different values (1, 2 &amp; 3) represent each player&rsquo;s control over a Guild. Perfect balance of influence - not too obvious, nor too weak - is achieved by having Influence Tokens with a total value of six on a Guild; this is called an Equilibrium. At the end of each round each player scores Equilibrium Cards  for every Equilibrium he has managed to maintain up to that point. During the game players vote to increase the power of each Guild, also increasing the point value of that Guild&rsquo;s Equilibrium Cards, affecting each player&rsquo;s final score.&#10;&#10;",60,12,60,Intrigue City,60,2013,"Eleni Chalati,Manolis Frangidis,Panagiota Pardavela",Fantasy/Sci-Fi,"Christos Giannakoulas,Manolis Zachariadis",,"Area Control / Area Influence,Modular Board,Set Collection,Time Track,Voting,Worker Placement",Purple Games,6.93163,98,5-6 Players
144492,"New York, 1842: The docks along South Street bustle with activity. Packet ships are constantly arriving and departing. There are so many packet ships waiting along the docks that the area has become known as the &quot;Packet Row&quot;.&#10;&#10;In the game Packet Row, each player represents a trading company that's trying to make as much profit as possible on the trans-Atlantic trade. However, having a lot of cash is not enough to win this game. You must spend your money for the benefit of the city at the right time to gain as many victory points as possible.&#10;&#10;",75,10,45,Packet Row,75,2013,Michael Menzel,Economic,"Henrik Berg,Åse Berg","Cities: New York (New York, USA),Country: USA","Auction/Bidding,Card Drafting,Hand Management","Pegasus Spiele,White Goblin Games",6.2174,519,5-6 Players
144499,"A pasha (a.k.a., padisha) is a powerful governor. In Pasha, all players try to roll the best combination with five dice to become a Pasha and capture the most valuable card. Those who use their action cubes smartly will have good chances to win the game.&#10;&#10;Play a card to determine the points that can be scored this round.&#10;&#10;Roll the dice and try to make the best combination.&#10;&#10;Claim the most valuable card and win bonus tiles to get special actions.&#10;&#10;",30,8,30,Pasha,30,2013,Eduardo Bera,Dice,Stefan Dorra,Admin: Better Description Needed!,"Dice Rolling,Hand Management",White Goblin Games,6.18005,202,5-6 Players
144526,"In Glastonbury, the players are witches and wizards who shop for ingredients for their magic potions. Your token moves around the perimeter of an array of ingredient cards, and you pick one from the row or column where you stop. The number on the card you pick dictates how many spaces you move on your next turn.&#10;&#10;To score points, you need to collect sets of four matching ingredients; if you have only one of a particular ingredient, you'll score penalty points instead. The scoring rules can be made more complicated if the players desire, but for most the basic rules are satisfying. A touch of memory is involved since you can see only the most recently chosen ingredient on your stack of cards.&#10;&#10;Glastonbury is a new edition of the 2001 release Kupferkessel Co. with slight changes to the game. Now the game can be played by up to four players instead of being strictly a two-player game. The game includes additional ingredient cards and new spell cards that allow special actions.&#10;&#10;",30,8,30,Glastonbury,30,2013,Franz Vohwinkel,"Card Game,Fantasy",Günter Burkhardt,,"Modular Board,Set Collection","Cosmodrome Games,franjos Spieleverlag,Oya,SimplyFun",6.71928,250,3-4 Players
144592,"Bruxelles 1893 is a worker placement game with elements of bidding and majority control. Each player is an architect of the late 19th century and is trying to achieve, through various actions, an architectural work in the Art Nouveau style. The most successful building yields the most points. Each player can also create works of art to increase his score.&#10;&#10;The action board is modular, with not every player having access to each action each turn. Some actions cost money &ndash; acquiring high-quality materials, building a level of your personal house, finding a patron, creating a work of art, selling that art for money and prestige &ndash; while other actions are free but can potentially cause you to lose one of your workers; these latter actions include acquiring low-quality materials, activating your patrons, visiting the stock exchange, and taking one of the actions with a cost. Once everyone has passed on taking more actions, the round ends and players have an art exhibition during which they can sell works. After this, players receive prestige points or bonus cards based on the symbols they've placed their workers next to on the action board.&#10;&#10;After five rounds, the game ends and players score bonus points based on their architect level, their bonus cards, how well they've completed their work, and their money on hand. The player with the most points wins.&#10;&#10;",125,13,50,Bruxelles 1893,125,2013,Alexandre Roche,Economic,Etienne Espreman,"Cities: Brussels,Country: Belgium","Auction/Bidding,Card Drafting,Modular Board,Worker Placement","Pearl Games,Asmodee,Heidelberger Spieleverlag,uplay.it edizioni,Z-Man Games",7.65386,2866,5-6 Players
144864,"Ascension: Darkness Unleashed is both a standalone game for two players and an expansion that can be combined with Ascension: Rise of Vigil or other Ascension games.&#10;&#10;Ascension: Darkness Unleashed features &quot;Dark Energy Shards&quot;, a new take on the &quot;Energy Shard&quot; Treasure cards introduced in Ascension: Rise of Vigil. Like an &quot;Energy Shard&quot;, a &quot;Dark Energy Shard&quot; allows a player to draw a new card while providing one energy to power up Energize cards. In addition, the Fate effect allows each player to banish a card in his discard pile whenever a &quot;Dark Energy Shard&quot; is placed in the center row.&#10;&#10;This set also features new Energize cards, including Heroes, Constructs and Monsters that transform into new beings or more powerful versions of their original selves. If you would play a card that has a Transform ability and you've met the Energize threshold on that card (by having played a certain amount of energy that turn), then you ignore all the effects on the original card and place the transformed card in your hand, which can now be played this turn and on future turns for the remainder of the game. (Ascension: Darkness Unleashed contains both double-sided transform cards for those who play with card sleeves and single-sided transform cards for those who don't. In the former case, you remove the card from the sleeve, flip it to the transformed side, then resleeve it; in the latter, you remove the original card from the game and bring in the transformed card.)&#10;&#10;Other cards &ndash; such as the monster &quot;Erabus, the Exiled&quot; &ndash; are transformed and added to your hand when you defeat them in the center row. At the end of the game, you score Honor for whichever version of the card is currently active in your deck.&#10;&#10;",30,13,30,Ascension: Darkness Unleashed,30,2013,Eric Sabee,"Card Game,Fantasy",Justin Gary,"Ascension Deck Building Game,Solitaire Games","Card Drafting,Deck / Pool Building,Hand Management","Marabunta,Stone Blade Entertainment",7.5653,604,1-2 Players
144865,"Sushi Draft is a fast little card game that looks good enough to eat! Over three rounds, players draft plates of sushi and collect sushi points, which are drawn randomly. The player with the most diverse menu gets dessert!&#10;&#10;Sushi Draft includes a deck of 32 sushi cards (8 ikura, 7 ebi, 6 maguro, 5 tamago, 4 kappa and 2 &quot;wild&quot; triples) and 18 point tokens (three each for the five types of sushi and three for dessert); the point tokens range in value from 1-5, with the more plentiful sushi dishes being worth more points. At the start of each round, players shuffle the cards and receive a hand of six cards. Players simultaneously draft a card from their hand and reveal it, placing it on the table. They then keep one card, pass the remainder to a neighbor, and draft and play again. Once everyone has five cards in front of them, players receive point tokens. Whoever has the most sushi of each type draws a point token of that type at random; if players tie for the most of a type, however, then the player with the secondmost of that type draws the token instead. If all players are tied, then no one scores for that type of sushi. The player with the most types of sushi scores a dessert token at random.&#10;&#10;After three rounds, players tally their points, and whoever has the highest score wins!&#10;&#10;",15,8,15,Sushi Draft,15,2012,"Stéphane Escapa,Takahiro Amioka",Card,Takahiro Amioka,Food / Cooking,"Card Drafting,Set Collection","Blue Orange (EU),Blue Orange Games,Japon Brand,KogeKogeDo",5.75708,171,5-6 Players
144958,"From the publisher's webpage:&#10;&#10;Iwo Jima was a critical point on the flight path of US bombers from their Saipan bases to their Japanese targets. The island would be a refuge for malfunctioning or damaged bombers coming or going. An obvious target for a US amphibious assault, the Japanese had reinforced the garrison and dug miles of tunnels the length and breadth of the island. Their goal was to inflict maximum casualties on the Americans to force them to reconsider the seemingly inevitable invasion of Japan. The resulting battle was brutal, even by the standards of the Pacific War.&#10;&#10;Game Contents:&#10;&bull;    17 x 22&rdquo; map&#10;&bull;    100 die-cut counters&#10;&bull;    One Standard Rules booklet for this series&#10;&bull;    One Exclusive Rules booklet for this title&#10;&#10;Skills:&#10;&bull;    Level: Battalion&#10;&bull;    Hex:  300 m (350 yds)&#10;&#10;Note: This is a SOLITAIRE game with two-player rules included.&#10;&#10;",60,12,60,Iwo: Bloodbath in the Bonins 19 Feb – 17 Mar 1945,60,2013,"Larry Hoffman,Chris Perello,Joe Youst","Wargame,World War II",Chris Perello,"Decision Games Folio Series,Fire & Movement combat system,Solitaire Games,Solitaire Wargames","Dice Rolling,Hex-and-Counter",Decision Games (I),6.69531,64,1-2 Players
145027,"The cards in the game Pentos represent ingredients and special actions. To set up the simmering cauldrons at the start of the game, you place the top six cards of the deck into three columns of two cards. The special actions consist of jokers and enchantments, and two of these cards are placed face-up; a joker can replace any ingredient, while an enchantment allows you to:&#10;&#10;&#10;     Select one ingredient of your choice &#10;     Switch up to five ingredients of the same color with an opponent&#10;     Steal one ingredient from the cauldron &#10;     Discard up to five ingredients&#10;&#10;&#10;During your turn, you take one of three actions:&#10;&#10;&#10;     Add ingredients: Place one ingredient in each cauldron, after which if each cauldron has two ingredients of the same color or value, you can take one ingredient from any cauldron.&#10;     Taste a potion: Take all the ingredients of the same color or value from one cauldron.&#10;     Cast a spell: Discard the proper mix of ingredients in order to cast a spell. The big Megalos, for example, is composed of nine ingredients of a single color and is so rare that casting it allows you to win the game instantly. The Pentos requires five different ingredients of the same value, and casting it ends the current round. The Mikkros, composed of three ingredients of the same value or three of the same ingredient in consecutive values, allows you to take two special action cards.&#10;&#10;&#10;When a player casts a Pentos or the ingredient deck runs out, the round ends, although players with ingredients in hand can still play card suits of the same color. Each ingredient in a suit earns you 1 Ko&acirc;, while an isolated ingredient is worth its value in Ko&acirc;s.&#10;&#10;After three rounds or a Megalos spell, the game ends. In the latter case, the Megalos-casting player wins; in the latter, the player with the most Ko&acirc;s is immediately turned into a toad.&#10;&#10;",30,7,30,Pentos,30,2013,,Card,Bruno Cathala,,"Hand Management,Set Collection","ASYNCRON games,Trefl Joker Line",5.9514,143,5-6 Players
